肖申克的救赎,1994
霸王别姬,1993
阿甘正传,1994
这个杀手不太冷,1994
泰坦尼克号,1997
美丽人生,1997
千与千寻,2001
辛德勒的名单,1993
盗梦空间,2010
忠犬八公的故事,2009
楚门的世界,1998
星际穿越,2014
海上钢琴师,1998
三傻大闹宝莱坞,2009
机器人总动员,2008
放牛班的春天,2004
无间道,2002
大话西游之大圣娶亲,1995
疯狂动物城,2016
熔炉,2011
教父,1972
当幸福来敲门,2006
龙猫,1988
控方证人,1957
怦然心动,2010
